Row.ID,Order.Date,Sales,Category,Sub.Category,Region
5736,6/29/14,13.92,Office Supplies,Binders,East
5737,1/20/14,19.36,Office Supplies,Paper,West
5738,1/20/14,19.3,Furniture,Furnishings,West
5739,12/31/16,38.376,Office Supplies,Binders,West
5740,3/28/17,12.96,Office Supplies,Paper,West
5741,3/28/17,26.48,Furniture,Furnishings,West
5742,3/28/17,532.72,Technology,Machines,West
5743,3/28/17,26.72,Office Supplies,Paper,West
5744,3/28/17,20.04,Office Supplies,Paper,West
5745,3/28/17,795.48,Office Supplies,Storage,West
5746,3/28/17,21.56,Furniture,Furnishings,West
5747,12/8/16,249.584,Technology,Phones,South
5748,12/8/16,68.112,Technology,Accessories,South
5749,12/8/16,16.56,Technology,Accessories,South
5750,11/18/17,74.95,Technology,Phones,East
5751,5/30/14,355.455,Furniture,Tables,Central
5752,1/22/16,44.4,Office Supplies,Labels,West
5753,1/22/16,20.65,Office Supplies,Labels,West
5754,2/3/16,866.4,Furniture,Chairs,South
5755,3/29/15,5.56,Office Supplies,Art,South
5756,10/14/14,3.16,Office Supplies,Appliances,Central
5757,10/14/14,1999.96,Technology,Copiers,Central
5758,8/11/15,46.152,Furniture,Furnishings,South
5759,11/22/15,32.985,Technology,Machines,South
5760,12/30/16,481.32,Office Supplies,Storage,West
5761,12/30/16,6.384,Office Supplies,Binders,West
5762,8/12/17,542.94,Office Supplies,Appliances,West
5763,8/12/17,54.92,Furniture,Furnishings,West
5764,11/3/15,1448.82,Furniture,Chairs,East
5765,9/10/15,353.88,Office Supplies,Storage,West
5766,11/8/14,333.576,Technology,Phones,West
5767,10/8/16,60.144,Office Supplies,Labels,Central
5768,9/8/17,85.2,Technology,Accessories,Central
5769,2/25/15,3.15,Office Supplies,Labels,East
5770,2/25/15,22.72,Office Supplies,Paper,East
5771,9/24/15,14.91,Furniture,Furnishings,West
5772,9/24/15,1158.12,Office Supplies,Appliances,West
5773,11/26/15,599.99,Technology,Copiers,Central
5774,8/31/16,23.968,Office Supplies,Storage,Central
5775,4/12/16,638.288,Furniture,Chairs,West
5776,4/12/16,13.208,Office Supplies,Binders,West
5777,12/4/16,15.528,Office Supplies,Binders,East
5778,12/4/16,104.85,Office Supplies,Paper,West
5779,11/11/14,30.48,Office Supplies,Art,West
5780,11/11/14,112.648,Furniture,Chairs,West
5781,4/2/15,71.976,Technology,Machines,West
5782,12/12/15,2.21,Office Supplies,Art,West
5783,12/12/15,15.52,Office Supplies,Envelopes,West
5784,12/12/15,36.44,Office Supplies,Paper,West
5785,10/2/17,217.764,Furniture,Bookcases,West
5786,10/2/17,39.072,Office Supplies,Supplies,West
5787,10/2/17,22.638,Office Supplies,Binders,West
5788,10/2/17,95.144,Office Supplies,Art,West
5789,4/10/17,12.32,Furniture,Furnishings,South
5790,4/10/17,4.419,Office Supplies,Binders,South
5791,9/29/17,35.0,Office Supplies,Fasteners,West
5792,9/29/17,72.784,Furniture,Chairs,West
5793,9/29/17,97.84,Office Supplies,Appliances,West
5794,9/29/17,51.75,Furniture,Furnishings,West
5795,9/29/17,46.672,Office Supplies,Binders,West
5796,9/29/14,1395.54,Office Supplies,Storage,East
5797,9/29/14,117.36,Furniture,Furnishings,East
5798,9/29/14,18.9,Office Supplies,Labels,East
5799,9/29/14,77.52,Office Supplies,Paper,East
5800,8/20/14,421.372,Furniture,Chairs,Central
5801,7/11/14,575.968,Technology,Phones,Central
5802,7/11/14,10.368,Office Supplies,Paper,Central
5803,3/22/15,15.984,Technology,Phones,West
5804,5/12/17,10.272,Office Supplies,Art,East
5805,11/13/17,61.792,Office Supplies,Storage,Central
5806,11/13/17,205.9992,Furniture,Bookcases,Central
5807,9/4/16,12.192,Office Supplies,Paper,South
5808,9/4/16,87.168,Office Supplies,Appliances,South
5809,9/4/16,31.744,Office Supplies,Art,South
5810,2/6/16,132.224,Furniture,Furnishings,South
5811,3/22/15,105.52,Office Supplies,Paper,West
5812,3/22/15,91.96,Furniture,Furnishings,West
5813,3/22/15,1487.976,Technology,Phones,West
5814,7/2/15,19.44,Office Supplies,Paper,East
5815,6/15/15,11.672,Technology,Accessories,South
5816,11/26/14,279.96,Technology,Phones,East
5817,11/26/14,12.912,Office Supplies,Binders,East
5818,11/26/14,17.088,Office Supplies,Binders,East
5819,11/26/14,93.15,Office Supplies,Labels,East
5820,11/26/14,11.52,Office Supplies,Labels,East
5821,5/12/17,238.62,Office Supplies,Supplies,West
5822,5/12/17,7.77,Office Supplies,Appliances,West
5823,5/12/17,285.48,Furniture,Tables,West
5824,5/12/17,19.168,Office Supplies,Binders,West
5825,5/2/14,26.136,Office Supplies,Appliances,East
5826,9/3/17,419.4,Office Supplies,Paper,East
5827,9/3/17,90.801,Furniture,Chairs,East
5828,9/3/17,181.764,Furniture,Chairs,East
5829,9/3/17,5.56,Office Supplies,Art,East
5830,12/3/16,581.96,Furniture,Tables,Central
5831,12/3/16,29.98,Furniture,Chairs,Central
5832,7/18/15,519.96,Technology,Accessories,West
5833,7/21/16,6.264,Office Supplies,Labels,South
5834,7/21/16,363.92,Furniture,Chairs,South
5835,6/9/15,64.2,Office Supplies,Binders,South
5836,6/9/15,38.52,Office Supplies,Binders,South
5837,6/9/15,72.6,Technology,Accessories,South
5838,11/27/17,57.568,Technology,Phones,West
5839,3/27/15,83.7,Office Supplies,Storage,West
5840,9/22/15,32.4,Office Supplies,Paper,South
5841,9/22/15,47.98,Furniture,Furnishings,South
5842,11/17/15,415.968,Technology,Phones,West
5843,11/17/15,304.9,Office Supplies,Storage,West
5844,11/17/15,80.96,Furniture,Furnishings,West
5845,11/17/15,777.21,Office Supplies,Storage,West
5846,11/17/15,32.4,Office Supplies,Paper,West
5847,11/17/15,225.568,Furniture,Chairs,West
5848,11/17/15,36.6,Furniture,Furnishings,West
5849,11/10/15,715.64,Office Supplies,Appliances,Central
5850,11/10/15,795.51,Office Supplies,Storage,Central
5851,11/10/15,549.99,Technology,Copiers,Central
5852,11/10/15,74.76,Office Supplies,Binders,Central
5853,11/10/15,29.22,Furniture,Furnishings,Central
5854,9/10/14,9.64,Office Supplies,Binders,South
5855,8/5/15,33.488,Office Supplies,Storage,Central
5856,8/5/15,23.04,Office Supplies,Supplies,Central
5857,8/5/15,1.362,Office Supplies,Binders,Central
5858,8/5/15,14.76,Furniture,Furnishings,Central
5859,9/3/17,239.666,Furniture,Bookcases,West
5860,11/1/15,301.96,Furniture,Tables,South
5861,4/29/15,7.968,Office Supplies,Paper,East
5862,5/1/16,109.92,Office Supplies,Paper,South
5863,5/1/16,19.44,Office Supplies,Paper,South
5864,5/1/16,11.16,Office Supplies,Art,South
5865,8/5/14,79.47,Office Supplies,Appliances,East
5866,8/5/14,4.56,Office Supplies,Art,East
5867,8/5/14,1133.35,Furniture,Chairs,East
5868,1/4/16,4.672,Office Supplies,Art,East
5869,1/4/16,104.58,Office Supplies,Binders,East
5870,11/7/16,1603.136,Furniture,Chairs,West
5871,6/14/16,1293.488,Furniture,Tables,West
5872,9/24/16,127.95,Furniture,Furnishings,Central
5873,3/30/17,59.76,Office Supplies,Storage,South
5874,6/4/17,108.08,Office Supplies,Binders,South
5875,6/4/17,9.54,Office Supplies,Binders,South
5876,4/7/15,11.736,Office Supplies,Art,East
5877,5/21/14,447.86,Office Supplies,Binders,East
5878,5/21/14,17.94,Office Supplies,Paper,East
5879,5/21/14,245.88,Office Supplies,Appliances,East
5880,9/5/16,192.16,Office Supplies,Paper,East
5881,9/18/16,801.568,Furniture,Chairs,West
5882,9/18/16,368.91,Office Supplies,Paper,West
5883,9/18/16,885.528,Furniture,Chairs,West
5884,3/13/16,28.28,Furniture,Furnishings,West
5885,3/13/16,4912.59,Office Supplies,Supplies,West
5886,10/16/14,14.352,Office Supplies,Binders,West
5887,10/16/14,179.97,Technology,Accessories,West
5888,10/8/17,42.76,Office Supplies,Storage,East
5889,5/7/15,45.68,Office Supplies,Paper,South
5890,4/14/16,25.06,Office Supplies,Binders,East
5891,11/21/16,38.432,Office Supplies,Paper,Central
5892,11/21/16,21.568,Office Supplies,Storage,Central
5893,11/21/16,81.576,Technology,Accessories,Central
5894,9/10/17,2.78,Office Supplies,Binders,South
5895,9/9/17,99.87,Office Supplies,Storage,West
5896,11/1/14,44.4,Office Supplies,Labels,West
5897,11/1/14,21.4,Office Supplies,Paper,West
5898,4/3/16,71.12,Furniture,Furnishings,Central
5899,4/3/16,259.96,Technology,Phones,Central
5900,1/12/17,9.78,Office Supplies,Envelopes,West
5901,11/20/15,24.192,Office Supplies,Binders,West
5902,11/27/16,31.56,Furniture,Furnishings,East
5903,11/6/17,59.94,Office Supplies,Paper,West
5904,11/6/17,45.36,Office Supplies,Paper,West
5905,11/6/17,26.4,Office Supplies,Paper,West
5906,11/6/17,41.4,Office Supplies,Labels,West
5907,11/6/17,16.95,Technology,Accessories,West
5908,12/2/16,24.704,Office Supplies,Binders,West
5909,12/2/16,59.7,Office Supplies,Appliances,West
5910,12/2/16,14.52,Furniture,Furnishings,West
5911,12/2/16,104.184,Office Supplies,Binders,West
5912,12/17/16,46.53,Office Supplies,Storage,West
5913,8/24/14,25.5,Office Supplies,Supplies,South
5914,9/17/15,14.9,Office Supplies,Storage,East
5915,9/17/15,87.71,Office Supplies,Labels,East
5916,9/17/15,199.764,Furniture,Chairs,East
5917,9/17/15,94.6,Office Supplies,Storage,East
5918,9/17/15,4228.704,Furniture,Bookcases,East
5919,9/17/15,2003.92,Furniture,Bookcases,East
5920,9/17/15,209.97,Technology,Phones,East
5921,9/17/15,659.9,Technology,Accessories,East
5922,9/17/15,110.96,Office Supplies,Paper,East
5923,9/17/15,67.8,Technology,Phones,East
5924,11/26/16,313.176,Furniture,Tables,East
5925,11/19/17,22.96,Office Supplies,Art,South
5926,6/3/17,1099.5,Technology,Accessories,West
5927,4/8/14,1215.92,Furniture,Tables,South
5928,10/11/14,7.31,Office Supplies,Labels,South
5929,10/11/14,8.92,Furniture,Furnishings,South
5930,7/7/17,87.21,Furniture,Bookcases,East
5931,7/7/17,15.552,Office Supplies,Paper,East
5932,7/7/17,683.988,Technology,Phones,East
5933,7/7/17,13.392,Office Supplies,Storage,East
5934,7/7/17,16.776,Technology,Accessories,East
5935,7/7/17,527.92,Technology,Accessories,East
5936,7/4/16,25.4,Furniture,Furnishings,West
5937,7/4/16,177.48,Technology,Phones,West
5938,7/4/16,71.976,Technology,Phones,West
5939,5/19/17,95.992,Technology,Phones,Central
5940,5/19/17,13.216,Office Supplies,Labels,Central
5941,10/12/17,435.84,Technology,Accessories,West
5942,10/12/17,5.88,Office Supplies,Art,West
5943,8/6/16,211.168,Technology,Phones,West
5944,8/25/14,6.28,Furniture,Furnishings,West
5945,8/25/14,95.1,Technology,Accessories,West
5946,8/25/14,25.92,Office Supplies,Paper,West
5947,8/25/14,48.84,Office Supplies,Storage,West
5948,9/14/15,25.9,Office Supplies,Binders,Central
5949,3/5/17,42.68,Office Supplies,Envelopes,South
5950,3/5/17,299.97,Technology,Accessories,South
5951,3/5/17,262.24,Office Supplies,Appliances,South
5952,3/5/17,234.36,Office Supplies,Binders,South
5953,4/15/17,20.736,Office Supplies,Paper,Central
5954,3/30/14,10.5,Office Supplies,Art,East
5955,11/11/14,23.968,Furniture,Furnishings,East
5956,11/11/14,521.96,Furniture,Bookcases,East
5957,3/12/16,676.55,Office Supplies,Storage,West
5958,3/12/16,154.9,Office Supplies,Appliances,West
5959,3/12/16,30.56,Office Supplies,Envelopes,West
5960,3/12/16,770.352,Furniture,Chairs,West
5961,2/9/17,21.12,Furniture,Furnishings,West
5962,11/11/14,575.928,Technology,Phones,West
5963,11/11/14,7.78,Office Supplies,Appliances,West
5964,11/11/14,123.92,Office Supplies,Paper,West
5965,8/20/17,17.22,Office Supplies,Supplies,West
5966,8/20/17,226.56,Office Supplies,Storage,West
5967,8/20/17,107.88,Technology,Phones,West
5968,1/15/16,81.98,Office Supplies,Paper,East
5969,7/20/14,104.85,Office Supplies,Paper,West
5970,7/20/14,8.704,Office Supplies,Binders,West
5971,7/20/14,19.92,Office Supplies,Paper,West
5972,7/20/14,43.02,Furniture,Furnishings,West
5973,2/6/17,240.784,Furniture,Bookcases,East
5974,12/25/15,414.96,Office Supplies,Appliances,East
5975,10/8/16,387.72,Office Supplies,Storage,South
5976,7/13/17,360.38,Office Supplies,Storage,Central
5977,7/13/17,13.56,Office Supplies,Paper,Central
5978,4/24/17,552.0,Technology,Phones,West
5979,9/7/14,429.9,Furniture,Tables,Central
5980,9/7/14,32.06,Office Supplies,Binders,Central
5981,9/7/14,161.96,Furniture,Chairs,Central
5982,9/7/14,19.86,Office Supplies,Storage,Central
5983,11/21/16,12.96,Office Supplies,Paper,East
5984,9/16/17,20.544,Office Supplies,Paper,East
5985,7/19/16,185.58,Furniture,Furnishings,South
5986,7/19/16,77.56,Office Supplies,Binders,South
5987,7/19/16,87.92,Office Supplies,Storage,South
5988,7/19/16,245.94,Office Supplies,Paper,South
5989,7/19/16,8.6,Office Supplies,Binders,South
5990,7/19/16,504.9,Furniture,Bookcases,South
5991,9/15/17,2357.488,Office Supplies,Binders,West
5992,9/15/17,369.544,Technology,Phones,West
5993,9/15/17,184.752,Furniture,Chairs,West
5994,12/11/16,64.96,Office Supplies,Storage,East
5995,12/11/16,13.52,Office Supplies,Supplies,East
5996,12/11/16,458.43,Furniture,Chairs,East
5997,12/11/16,387.136,Office Supplies,Appliances,East
5998,12/11/16,328.59,Furniture,Tables,East
5999,12/10/14,338.352,Furniture,Chairs,West
6000,12/10/14,25.92,Office Supplies,Paper,West
6001,12/10/14,91.36,Office Supplies,Paper,West
6002,12/13/14,87.96,Furniture,Furnishings,West
6003,12/13/14,5.214,Office Supplies,Binders,West
6004,9/21/17,12.294,Office Supplies,Binders,South
6005,9/7/17,19.76,Furniture,Furnishings,West
6006,11/2/15,109.764,Furniture,Chairs,East
6007,12/11/17,128.85,Technology,Phones,East
6008,4/1/17,127.95,Furniture,Furnishings,South
6009,12/30/15,68.52,Office Supplies,Paper,West
6010,12/30/15,74.94,Office Supplies,Storage,West
6011,12/30/15,2548.56,Technology,Machines,West
6012,12/30/15,271.44,Office Supplies,Envelopes,West
6013,12/30/15,287.88,Technology,Phones,West
6014,3/10/16,14.9,Office Supplies,Paper,West
6015,3/10/16,4158.912,Technology,Phones,West
6016,4/6/14,91.96,Furniture,Furnishings,West
6017,4/6/14,33.11,Furniture,Furnishings,West
6018,4/6/14,19.44,Office Supplies,Paper,West
6019,4/6/14,55.48,Office Supplies,Paper,West
6020,10/5/14,91.92,Office Supplies,Appliances,East
6021,8/13/16,17.34,Office Supplies,Appliances,South
6022,8/13/16,71.98,Technology,Accessories,South
6023,11/17/14,7.08,Office Supplies,Envelopes,Central
6024,4/24/17,69.98,Technology,Accessories,East
6025,8/24/17,646.272,Office Supplies,Appliances,East
6026,8/24/17,10.368,Office Supplies,Paper,East
6027,2/23/17,8.4,Office Supplies,Fasteners,West
6028,2/23/17,71.96,Technology,Phones,West
6029,11/19/16,18.48,Office Supplies,Art,South
6030,11/14/16,9.84,Office Supplies,Art,West
6031,7/6/17,239.24,Furniture,Chairs,South
6032,12/25/16,21.12,Furniture,Furnishings,East
6033,4/23/17,54.9,Office Supplies,Supplies,East
6034,12/14/15,15.24,Furniture,Furnishings,West
6035,4/19/15,19.568,Office Supplies,Appliances,Central
6036,4/19/15,310.392,Office Supplies,Binders,Central
6037,9/4/16,42.6,Furniture,Furnishings,South
6038,9/4/16,113.94,Office Supplies,Binders,South
6039,9/4/16,129.92,Office Supplies,Storage,South
6040,9/4/16,5.28,Office Supplies,Art,South
6041,9/24/17,859.2,Technology,Phones,West
6042,9/24/17,506.28,Technology,Machines,West
6043,2/4/16,14.368,Furniture,Furnishings,West
6044,5/19/17,314.352,Furniture,Chairs,South
6045,5/19/17,27.888,Office Supplies,Paper,South
6046,9/3/15,238.152,Furniture,Furnishings,West
6047,6/9/16,692.94,Furniture,Tables,Central
6048,11/7/15,16.146,Office Supplies,Binders,South
6049,11/7/15,1345.485,Office Supplies,Binders,South
6050,6/15/16,173.488,Office Supplies,Paper,Central
6051,4/25/15,57.75,Office Supplies,Art,Central
6052,4/25/15,272.4,Office Supplies,Appliances,Central
6053,9/23/16,11.952,Office Supplies,Paper,East
6054,9/23/16,28.0,Furniture,Furnishings,East
6055,9/23/16,12.201,Office Supplies,Binders,East
6056,8/18/16,2.068,Office Supplies,Binders,Central
6057,8/18/16,83.84,Office Supplies,Paper,Central
6058,3/2/14,11.36,Office Supplies,Envelopes,East
6059,3/2/14,36.4,Office Supplies,Paper,East
6060,12/30/14,27.968,Technology,Accessories,East
6061,4/10/15,142.04,Office Supplies,Storage,East
6062,4/10/15,14.67,Office Supplies,Art,East
6063,12/25/15,1199.96,Technology,Copiers,West
6064,12/25/15,12.6,Office Supplies,Paper,West
6065,12/25/15,17.94,Office Supplies,Paper,West
6066,4/5/15,23.904,Office Supplies,Labels,East
6067,1/17/15,88.96,Office Supplies,Supplies,South
6068,5/20/17,518.272,Furniture,Chairs,West
6069,5/20/17,6.98,Furniture,Furnishings,West
6070,5/20/17,343.2,Technology,Machines,West
6071,8/13/17,17.544,Office Supplies,Labels,East
6072,12/31/15,152.688,Office Supplies,Storage,Central
6073,12/31/15,3.488,Office Supplies,Fasteners,Central
6074,12/31/15,5.888,Office Supplies,Supplies,Central
6075,12/25/17,153.552,Office Supplies,Binders,West
6076,12/25/17,270.62,Office Supplies,Storage,West
6077,9/1/16,468.9,Technology,Accessories,East
6078,9/1/16,72.48,Technology,Accessories,East
6079,9/1/16,10.95,Office Supplies,Supplies,East
6080,9/1/16,191.82,Furniture,Furnishings,East
6081,8/5/17,151.056,Office Supplies,Storage,Central
6082,2/18/14,25.16,Furniture,Furnishings,Central
6083,11/22/16,6.216,Office Supplies,Binders,Central
6084,11/22/16,23.616,Office Supplies,Art,Central
6085,11/22/16,24.032,Technology,Accessories,Central
6086,11/22/16,2.088,Office Supplies,Labels,Central
6087,11/22/16,4.488,Office Supplies,Binders,Central
6088,12/14/15,29.22,Furniture,Furnishings,West
6089,6/13/15,6.48,Office Supplies,Paper,South
6090,12/28/17,1.188,Office Supplies,Binders,West
6091,9/20/17,272.646,Furniture,Chairs,East
6092,9/20/17,212.8,Technology,Accessories,East
6093,9/20/17,38.52,Office Supplies,Paper,East
6094,9/20/17,72.64,Technology,Accessories,East
6095,9/20/17,45.4,Office Supplies,Storage,East
6096,9/20/17,13.76,Office Supplies,Paper,East
6097,9/20/17,80.991,Furniture,Chairs,East
6098,9/20/17,11.784,Office Supplies,Binders,East
6099,9/20/17,4.36,Office Supplies,Fasteners,East
6100,9/20/17,2888.127,Furniture,Chairs,East
6101,9/20/17,1299.66,Technology,Phones,East
6102,9/20/17,2254.41,Furniture,Chairs,East
6103,9/20/17,104.85,Technology,Phones,East
6104,9/20/17,59.97,Technology,Accessories,East
6105,8/22/17,314.532,Furniture,Tables,East
6106,6/18/15,13.632,Office Supplies,Art,South
6107,12/20/14,19.432,Office Supplies,Appliances,Central
6108,12/20/14,65.44,Technology,Accessories,Central
6109,9/11/16,6.0,Office Supplies,Labels,Central
6110,9/11/16,1.908,Office Supplies,Binders,Central
6111,11/12/16,1474.802,Furniture,Chairs,East
6112,11/12/16,110.096,Office Supplies,Appliances,East
6113,11/12/16,16.752,Office Supplies,Fasteners,East
6114,11/12/16,1537.074,Furniture,Chairs,East
6115,11/12/16,449.372,Furniture,Chairs,East
6116,3/14/16,41.904,Office Supplies,Binders,West
6117,11/13/16,2279.96,Technology,Phones,East
6118,11/13/16,14.94,Office Supplies,Labels,East
6119,9/19/17,191.976,Technology,Phones,West
6120,9/19/17,23.832,Office Supplies,Art,West
6121,9/19/17,409.216,Furniture,Furnishings,West
6122,9/19/17,72.588,Furniture,Bookcases,West
6123,12/4/17,61.568,Office Supplies,Storage,Central
6124,8/31/15,20.96,Office Supplies,Paper,Central
6125,6/3/17,44.75,Technology,Accessories,West
6126,6/3/17,11.96,Office Supplies,Paper,West
6127,6/3/17,3.912,Office Supplies,Binders,West
6128,3/31/16,327.996,Furniture,Chairs,East
6129,10/25/14,49.408,Office Supplies,Binders,West
6130,3/26/17,53.25,Technology,Accessories,South
6131,3/26/17,3.76,Office Supplies,Fasteners,South
6132,12/27/14,767.214,Furniture,Chairs,East
6133,9/15/17,163.96,Office Supplies,Paper,South
6134,8/16/16,161.28,Furniture,Tables,West
6135,11/4/16,192.8,Office Supplies,Art,West
6136,10/18/15,27.696,Technology,Accessories,Central
6137,10/18/15,73.164,Office Supplies,Appliances,Central
6138,10/31/16,32.064,Office Supplies,Paper,South
6139,3/30/14,205.666,Furniture,Bookcases,West
6140,4/18/15,115.44,Office Supplies,Storage,West
6141,7/9/17,274.8,Office Supplies,Paper,East
6142,7/9/17,195.64,Office Supplies,Storage,East
6143,7/9/17,257.98,Technology,Phones,East
6144,7/9/17,119.04,Office Supplies,Art,East
6145,6/27/17,20.07,Office Supplies,Paper,Central
6146,12/22/14,11.76,Office Supplies,Art,West
6147,11/21/17,11.76,Office Supplies,Art,West
6148,11/21/17,40.736,Office Supplies,Binders,West
6149,6/27/16,201.584,Technology,Phones,West
6150,12/28/17,340.704,Furniture,Chairs,West
6151,4/8/16,354.9,Furniture,Bookcases,South
6152,3/18/14,1198.33,Furniture,Bookcases,West
6153,7/3/17,87.92,Office Supplies,Storage,West
6154,4/20/17,51.968,Furniture,Furnishings,East
6155,4/20/17,51.336,Office Supplies,Storage,East
6156,4/20/17,332.704,Office Supplies,Storage,East
6157,4/20/17,42.408,Furniture,Furnishings,East
6158,8/3/16,81.54,Office Supplies,Envelopes,Central
6159,8/3/16,167.28,Technology,Accessories,Central
6160,12/3/16,772.68,Office Supplies,Storage,West
6161,3/19/14,323.976,Technology,Phones,South
6162,3/19/14,11.808,Office Supplies,Labels,South
6163,3/19/14,26.16,Office Supplies,Storage,South
6164,3/19/14,33.57,Office Supplies,Binders,South
6165,3/19/14,4.992,Furniture,Furnishings,South
6166,3/19/14,20.016,Furniture,Furnishings,South
6167,3/19/14,170.24,Technology,Accessories,South
6168,4/20/15,117.456,Office Supplies,Paper,Central
6169,9/19/15,22.96,Office Supplies,Paper,West
6170,8/27/14,13.36,Office Supplies,Paper,South
6171,12/19/16,34.248,Office Supplies,Binders,East
6172,12/19/16,3.52,Office Supplies,Art,East
6173,8/2/14,26.7,Office Supplies,Binders,Central
6174,8/2/14,21.2,Technology,Accessories,Central
6175,8/2/14,838.38,Office Supplies,Storage,Central
6176,9/21/15,1690.04,Furniture,Chairs,South
6177,9/21/15,85.96,Office Supplies,Storage,South
6178,9/21/15,121.96,Office Supplies,Envelopes,South
6179,9/21/15,23.92,Office Supplies,Paper,South
6180,9/21/15,63.96,Office Supplies,Storage,South
6181,9/21/15,629.95,Technology,Phones,South
6182,9/21/15,113.73,Technology,Phones,South
6183,9/21/15,14.6,Office Supplies,Binders,South
6184,9/21/15,887.84,Office Supplies,Storage,South
6185,12/11/16,403.92,Furniture,Chairs,West
6186,8/7/15,106.8,Office Supplies,Art,East
6187,11/15/15,70.95,Office Supplies,Storage,East
6188,11/15/15,34.944,Office Supplies,Binders,East
6189,11/15/15,119.04,Office Supplies,Art,East
6190,4/4/17,383.84,Technology,Phones,Central
6191,12/24/16,799.56,Furniture,Furnishings,East
6192,12/13/17,31.44,Office Supplies,Storage,West
6193,12/22/17,25.92,Office Supplies,Paper,Central
6194,12/22/17,6.33,Office Supplies,Binders,Central
6195,12/22/17,75.88,Office Supplies,Paper,Central
6196,10/21/17,329.988,Technology,Phones,East
6197,10/21/17,71.376,Office Supplies,Storage,East
6198,11/13/15,63.77,Office Supplies,Paper,Central
6199,11/13/15,50.97,Technology,Phones,Central
6200,11/13/15,96.08,Office Supplies,Paper,Central
6201,4/16/15,1439.968,Technology,Copiers,Central
6202,4/16/15,43.56,Technology,Accessories,Central
6203,12/16/16,563.92,Furniture,Chairs,West
6204,10/21/16,235.152,Technology,Phones,East
6205,12/1/17,7.712,Furniture,Furnishings,East
6206,10/20/16,51.016,Office Supplies,Paper,Central
6207,10/20/16,25.248,Office Supplies,Fasteners,Central
6208,10/20/16,56.686,Furniture,Chairs,Central
6209,9/29/17,51.168,Office Supplies,Storage,East
6210,8/18/17,2793.528,Office Supplies,Binders,West
6211,8/18/17,1000.02,Office Supplies,Storage,West
6212,8/18/17,65.94,Furniture,Furnishings,West
6213,11/12/17,18.24,Office Supplies,Fasteners,West
6214,11/12/17,76.12,Office Supplies,Appliances,West
6215,10/11/14,7.64,Office Supplies,Envelopes,West
6216,11/28/15,68.16,Furniture,Furnishings,East
6217,11/28/15,62.24,Office Supplies,Envelopes,East
6218,7/27/15,29.97,Technology,Phones,South
6219,10/20/16,125.7,Technology,Phones,Central
6220,10/20/16,191.98,Technology,Phones,Central
6221,10/20/16,20.86,Office Supplies,Storage,Central
6222,9/14/17,56.7,Office Supplies,Labels,West
6223,12/23/17,72.704,Furniture,Furnishings,South
6224,12/23/17,12.264,Office Supplies,Art,South
6225,12/23/17,218.352,Office Supplies,Storage,South
6226,10/5/15,66.294,Furniture,Bookcases,West
6227,10/5/15,291.168,Furniture,Chairs,West
6228,11/2/14,88.776,Technology,Phones,Central
6229,1/22/16,110.376,Technology,Phones,East
6230,1/22/16,55.176,Technology,Accessories,East
6231,7/11/17,30.32,Office Supplies,Art,Central
6232,9/11/17,177.568,Furniture,Chairs,West
6233,9/11/17,19.44,Office Supplies,Paper,West
6234,9/11/17,71.28,Office Supplies,Paper,West
6235,9/11/17,1471.96,Office Supplies,Binders,West
6236,9/11/17,79.96,Technology,Phones,West
6237,2/23/16,57.576,Office Supplies,Envelopes,East
6238,1/22/16,26.336,Office Supplies,Binders,East
6239,12/12/15,166.5,Furniture,Furnishings,West
6240,12/12/15,360.38,Office Supplies,Storage,West
6241,10/29/16,11.744,Office Supplies,Binders,West
6242,5/28/17,247.44,Furniture,Furnishings,East
6243,12/21/14,18.24,Office Supplies,Binders,South
6244,11/24/16,25.35,Office Supplies,Supplies,West
6245,11/20/15,119.04,Office Supplies,Art,West
6246,11/20/15,22.14,Furniture,Furnishings,West
6247,11/20/15,13.98,Technology,Accessories,West
6248,5/29/17,43.41,Office Supplies,Binders,Central
6249,5/29/17,6.24,Furniture,Furnishings,Central
6250,5/29/17,465.16,Office Supplies,Appliances,Central
6251,5/29/17,7.98,Office Supplies,Paper,Central
6252,12/2/14,2.394,Office Supplies,Appliances,Central
6253,4/7/14,58.32,Office Supplies,Paper,South
6254,4/7/14,200.97,Technology,Phones,South
6255,9/8/15,21.36,Furniture,Furnishings,South
6256,9/9/17,9.856,Office Supplies,Labels,Central
6257,9/6/15,3.444,Office Supplies,Binders,South
6258,11/2/17,384.592,Office Supplies,Supplies,East
6259,3/28/15,22.92,Office Supplies,Envelopes,East
6260,8/13/15,11.36,Office Supplies,Binders,Central
6261,5/12/15,14.592,Office Supplies,Binders,West
6262,7/23/17,41.4,Office Supplies,Labels,East
6263,9/24/16,442.372,Office Supplies,Binders,Central
6264,5/5/17,34.5,Office Supplies,Binders,South
6265,10/6/16,28.85,Office Supplies,Binders,Central
6266,11/3/14,3.488,Office Supplies,Paper,South
6267,11/3/14,143.856,Office Supplies,Paper,South
6268,10/1/15,311.98,Technology,Phones,East
6269,10/1/15,22.45,Office Supplies,Binders,East
6270,12/2/17,39.992,Technology,Phones,West
6271,12/2/17,1159.056,Furniture,Chairs,West
6272,12/2/17,179.9,Office Supplies,Art,West
6273,12/11/17,116.312,Technology,Accessories,Central
6274,7/17/16,12.42,Furniture,Furnishings,West
6275,7/17/16,428.4,Technology,Accessories,West
6276,7/17/16,24.75,Furniture,Furnishings,West
6277,7/17/16,87.71,Office Supplies,Labels,West
